500	1e-07
500.2	1e-07
500.4	1e-07
500.6	1e-07
500.8	1e-07
501	1e-07
501.2	1e-07
501.4	1e-07
501.6	1e-07
501.8	1e-07
502	1e-07
502.2	1e-07
502.4	1e-07
502.6	1e-07
502.8	1e-07
503	1e-07
503.2	1e-07
503.4	1e-07
503.6	1e-07
503.8	1e-07
504	1.05059616453182e-07
504.2	1.31363455079681e-07
504.4	1.63241972248669e-07
504.6	2.00100705766191e-07
504.8	2.40229386596042e-07
505	2.81108733778658e-07
505.2	3.2039605033838e-07
505.4	3.57103583808716e-07
505.6	3.922206388372e-07
505.8	4.28567373740506e-07
506	4.70355774813158e-07
506.2	5.23057946516796e-07
506.4	5.93934321424193e-07
506.6	6.93470471496662e-07
506.8	8.38243771477893e-07
507	1.05651225068438e-06
507.2	1.39942858254822e-06
507.4	1.96351394196178e-06
507.6	2.92890588534505e-06
507.8	4.56215289021912e-06
508	6.78262586235061e-06
508.2	7.86329975849509e-06
508.4	6.4267648370763e-06
508.6	4.41688971535226e-06
508.8	3.02659444269033e-06
509	2.19106178192922e-06
509.2	1.68875747690327e-06
509.4	1.37853827748459e-06
509.6	1.18361657621592e-06
509.8	1.06265046458028e-06
510	9.9315809359381e-07
510.2	9.63176462700023e-07
510.4	9.6719313012536e-07
510.6	1.0042941472565e-06
510.8	1.07759311613593e-06
511	1.19457761070215e-06
511.2	1.36831008706457e-06
511.4	1.61955031680453e-06
511.6	1.97969693308379e-06
511.8	2.49336457501671e-06
512	3.21573530006309e-06
512.2	4.19092498080127e-06
512.4	5.38831154472449e-06
512.6	6.6072163356521e-06
512.8	7.49418430710557e-06
513	7.81710760339392e-06
513.2	7.68896909437215e-06
513.4	7.40744969919686e-06
513.6	7.21163681962174e-06
513.8	7.21866364550607e-06
514	7.44140888869396e-06
514.2	7.75592679443586e-06
514.4	7.79915219648498e-06
514.6	7.05370880936079e-06
514.8	5.47965201240749e-06
515	3.75551293089603e-06
515.2	2.43137853316311e-06
515.4	1.56971373558197e-06
515.6	1.038092992787e-06
515.8	7.09900931185605e-07
516	5.02706363030992e-07
516.2	3.68002528441864e-07
516.4	2.77756486614631e-07
516.6	2.15565261234222e-07
516.8	1.71601409748022e-07
517	1.39815992489647e-07
517.2	1.16384023849982e-07
517.4	1e-07
517.6	1e-07
517.8	1e-07
518	1e-07
518.2	1e-07
518.4	1e-07
518.6	1e-07
518.8	1e-07
519	1e-07
519.2	1e-07
519.4	1e-07
519.6	1e-07
519.8	1e-07
520	1e-07
520.2	1e-07
520.4	1e-07
520.6	1e-07
520.8	1e-07
521	1e-07
521.2	1e-07
521.4	1e-07
521.6	1.04333214028221e-07
521.8	1.14480460792238e-07
522	1.22018010183049e-07
522.2	1.24771865428058e-07
522.4	1.21512651317474e-07
522.6	1.12812595496624e-07
522.8	1.00725139021535e-07
523	1e-07
523.2	1e-07
523.4	1e-07
523.6	1e-07
523.8	1e-07
524	1e-07
524.2	1e-07
524.4	1e-07
524.6	1e-07
524.8	1e-07
525	1e-07
525.2	1e-07
525.4	1e-07
525.6	1e-07
525.8	1e-07
526	1e-07
526.2	1e-07
526.4	1e-07
526.6	1e-07
526.8	1e-07
527	1e-07
527.2	1e-07
527.4	1e-07
527.6	1e-07
527.8	1e-07
528	1e-07
528.2	1e-07
528.4	1e-07
528.6	1e-07
528.8	1e-07
529	1e-07
529.2	1e-07
529.4	1e-07
529.6	1e-07
529.8	1.21215710334296e-07
530	1.48736252672392e-07
530.2	1.83628754598443e-07
530.4	2.26939500553254e-07
530.6	2.78625004389058e-07
530.8	3.36394446093535e-07
531	3.94752516826327e-07
531.2	4.45561358696243e-07
