250,0.03678
250.2,0.03557
250.4,0.03557
250.6,0.03564
250.8,0.03571
251,0.03491
251.2,0.03344
251.4,0.03204
251.6,0.03084
251.8,0.03051
252,0.03017
252.2,0.02985
252.4,0.02906
252.6,0.02814
252.8,0.02725
253,0.02635
253.2,0.02541
253.4,0.0245
253.6,0.02363
253.8,0.00749
254,0.00222
254.2,0.00217
254.4,0.00212
254.6,0.00208
254.8,0.00203
255,0.00197
255.2,0.00189
255.4,0.00181
255.6,0.00173
255.8,0.00166
256,0.00159
256.2,0.00152
256.4,0.00146
256.6,0.0014
256.8,0.00134
257,0.00129
257.2,0.0013
257.4,0.00132
257.6,0.00134
257.8,0.00136
258,0.00138
258.2,0.0014
258.4,0.00142
258.6,0.00144
258.8,0.00146
259,0.00149
259.2,0.00117
259.4,8.93E-04
259.6,6.82E-04
259.8,5.20E-04
260,3.97E-04
260.2,3.62E-04
260.4,3.30E-04
260.6,3.01E-04
260.8,2.75E-04
261,2.51E-04
261.2,2.29E-04
261.4,2.09E-04
261.6,1.91E-04
261.8,1.74E-04
262,1.60E-04
262.2,1.56E-04
262.4,1.51E-04
262.6,1.46E-04
262.8,1.42E-04
263,1.38E-04
263.2,1.34E-04
263.4,1.30E-04
263.6,1.26E-04
263.8,1.22E-04
264,1.19E-04
264.2,1.26E-04
264.4,1.34E-04
264.6,1.43E-04
264.8,1.53E-04
265,1.63E-04
265.2,1.62E-04
265.4,1.60E-04
265.6,1.59E-04
265.8,1.51E-04
266,1.37E-04
266.2,1.25E-04
266.4,1.14E-04
266.6,1.04E-04
266.8,9.44E-05
267,8.60E-05
267.2,7.83E-05
267.4,7.14E-05
267.6,6.50E-05
267.8,6.17E-05
268,6.40E-05
268.2,6.64E-05
268.4,6.88E-05
268.6,7.14E-05
268.8,7.40E-05
269,7.67E-05
269.2,7.95E-05
269.4,8.25E-05
269.6,8.55E-05
269.8,8.78E-05
270,8.41E-05
270.2,8.06E-05
270.4,7.73E-05
270.6,7.41E-05
270.8,7.10E-05
271,6.80E-05
271.2,6.52E-05
271.4,6.25E-05
271.6,5.99E-05
271.8,5.74E-05
272,5.34E-05
272.2,4.96E-05
272.4,4.61E-05
272.6,4.28E-05
272.8,3.98E-05
273,3.70E-05
273.2,3.43E-05
273.4,3.19E-05
273.6,2.96E-05
273.8,2.75E-05
274,3.03E-05
274.2,3.55E-05
274.4,4.16E-05
274.6,4.87E-05
274.8,5.70E-05
275,6.68E-05
275.2,6.98E-05
275.4,7.30E-05
275.6,7.63E-05
275.8,7.98E-05
276,8.34E-05
276.2,8.15E-05
276.4,7.93E-05
276.6,7.72E-05
276.8,7.51E-05
277,7.31E-05
277.2,7.12E-05
277.4,6.93E-05
277.6,6.74E-05
277.8,6.56E-05
278,6.38E-05
278.2,6.32E-05
278.4,6.29E-05
278.6,6.26E-05
278.8,6.23E-05
279,6.20E-05
279.2,6.18E-05
279.4,6.15E-05
279.6,6.12E-05
279.8,6.09E-05
280,6.06E-05
280.2,5.44E-05
280.4,4.46E-05
280.6,3.66E-05
280.8,3.01E-05
281,2.47E-05
281.2,2.03E-05
281.4,1.66E-05
281.6,1.36E-05
281.8,1.12E-05
282,9.19E-06
282.2,8.13E-06
282.4,8.32E-06
282.6,8.51E-06
282.8,8.70E-06
283,8.90E-06
283.2,9.11E-06
283.4,9.32E-06
283.6,9.53E-06
283.8,9.75E-06
284,9.98E-06
284.2,1.03E-05
284.4,1.09E-05
284.6,1.15E-05
284.8,1.22E-05
285,1.29E-05
285.2,1.36E-05
285.4,1.44E-05
285.6,1.53E-05
285.8,1.62E-05
286,1.71E-05
286.2,1.81E-05
286.4,1.89E-05
286.6,1.97E-05
286.8,2.06E-05
287,2.15E-05
287.2,2.24E-05
287.4,2.34E-05
287.6,2.44E-05
287.8,2.55E-05
288,2.66E-05
288.2,2.78E-05
288.4,2.69E-05
288.6,2.55E-05
288.8,2.41E-05
289,2.28E-05
289.2,2.16E-05
289.4,2.04E-05
289.6,1.93E-05
289.8,1.83E-05
290,1.73E-05
290.2,1.64E-05
290.4,1.57E-05
290.6,1.51E-05
290.8,1.46E-05
291,1.41E-05
291.2,1.36E-05
291.4,1.31E-05
291.6,1.27E-05
291.8,1.22E-05
292,1.18E-05
292.2,1.14E-05
292.4,1.08E-05
292.6,9.84E-06
292.8,8.99E-06
293,8.22E-06
293.2,7.52E-06
293.4,6.87E-06
293.6,6.28E-06
293.8,5.74E-06
294,5.25E-06
294.2,4.80E-06
294.4,4.57E-06
294.6,5.15E-06
294.8,5.81E-06
295,6.55E-06
295.2,6.80E-06
295.4,7.06E-06
295.6,7.34E-06
295.8,7.66E-06
296,8.14E-06
296.2,8.66E-06
296.4,9.20E-06
296.6,9.79E-06
296.8,1.04E-05
297,1.11E-05
297.2,1.18E-05
297.4,1.25E-05
297.6,1.33E-05
297.8,1.33E-05
298,1.21E-05
298.2,1.10E-05
298.4,1.01E-05
298.6,9.19E-06
298.8,8.38E-06
299,7.64E-06
299.2,6.97E-06
299.4,6.36E-06
299.6,5.80E-06
299.8,5.80E-06
300,6.09E-06
300.2,6.39E-06
300.4,6.71E-06
300.6,7.05E-06
300.8,7.40E-06
301,7.77E-06
301.2,8.16E-06
301.4,8.56E-06
301.6,8.99E-06
301.8,8.61E-06
302,8.16E-06
302.2,7.73E-06
302.4,7.32E-06
302.6,6.94E-06
302.8,6.57E-06
303,6.23E-06
303.2,5.90E-06
303.4,5.59E-06
303.6,5.37E-06
303.8,5.66E-06
304,5.97E-06
304.2,6.29E-06
304.4,6.64E-06
304.6,7.00E-06
304.8,7.38E-06
305,7.78E-06
305.2,7.83E-06
305.4,7.87E-06
305.6,7.92E-06
305.8,8.11E-06
306,8.33E-06
306.2,8.57E-06
306.4,8.80E-06
306.6,9.04E-06
306.8,9.29E-06
307,9.55E-06
307.2,9.82E-06
307.4,1.01E-05
307.6,1.04E-05
307.8,1.05E-05
308,1.05E-05
308.2,1.06E-05
308.4,1.06E-05
308.6,1.07E-05
308.8,1.07E-05
309,1.08E-05
309.2,1.08E-05
309.4,1.09E-05
309.6,1.09E-05
309.8,1.10E-05
310,1.13E-05
310.2,1.16E-05
310.4,1.19E-05
310.6,1.21E-05
310.8,1.24E-05
311,1.27E-05
311.2,1.30E-05
311.4,1.34E-05
311.6,1.37E-05
311.8,1.40E-05
312,1.40E-05
312.2,1.41E-05
312.4,1.42E-05
312.6,1.43E-05
312.8,1.44E-05
313,1.45E-05
313.2,1.45E-05
313.4,1.46E-05
313.6,1.47E-05
313.8,1.48E-05
314,1.45E-05
314.2,1.42E-05
314.4,1.39E-05
314.6,1.36E-05
314.8,1.33E-05
315,1.30E-05
315.2,1.27E-05
315.4,1.25E-05
315.6,1.22E-05
315.8,1.20E-05
316,1.24E-05
316.2,1.31E-05
316.4,1.39E-05
316.6,1.47E-05
316.8,1.56E-05
317,1.65E-05
317.2,1.74E-05
317.4,1.85E-05
317.6,1.95E-05
317.8,2.07E-05
318,2.15E-05
318.2,2.21E-05
318.4,2.26E-05
318.6,2.32E-05
318.8,2.38E-05
319,2.44E-05
319.2,2.51E-05
319.4,2.57E-05
319.6,2.64E-05
319.8,2.71E-05
320,2.81E-05
320.2,2.97E-05
320.4,3.14E-05
320.6,3.33E-05
320.8,3.52E-05
321,3.72E-05
321.2,3.94E-05
321.4,4.17E-05
321.6,4.41E-05
321.8,4.67E-05
322,4.91E-05
322.2,4.99E-05
322.4,5.07E-05
322.6,5.15E-05
322.8,5.23E-05
323,5.31E-05
323.2,5.40E-05
323.4,5.48E-05
323.6,5.57E-05
323.8,5.66E-05
324,5.75E-05
324.2,5.66E-05
324.4,5.57E-05
324.6,5.47E-05
324.8,5.38E-05
325,5.29E-05
325.2,5.20E-05
325.4,5.12E-05
325.6,5.03E-05
325.8,4.95E-05
326,4.87E-05
326.2,4.62E-05
326.4,4.34E-05
326.6,4.08E-05
326.8,3.83E-05
327,3.60E-05
327.2,3.38E-05
327.4,3.18E-05
327.6,2.99E-05
327.8,2.81E-05
328,2.64E-05
328.2,2.47E-05
328.4,2.30E-05
328.6,2.15E-05
328.8,2.01E-05
329,1.87E-05
329.2,1.75E-05
329.4,1.63E-05
329.6,1.52E-05
329.8,1.42E-05
330,1.32E-05
330.2,1.24E-05
330.4,1.17E-05
330.6,1.10E-05
330.8,1.04E-05
331,9.83E-06
331.2,9.27E-06
331.4,8.75E-06
331.6,8.25E-06
331.8,7.78E-06
332,7.34E-06
332.2,7.00E-06
332.4,6.96E-06
332.6,6.92E-06
332.8,6.88E-06
333,6.85E-06
333.2,6.81E-06
333.4,6.77E-06
333.6,6.74E-06
333.8,6.70E-06
334,6.66E-06
334.2,6.63E-06
334.4,6.20E-06
334.6,5.80E-06
334.8,5.42E-06
335,5.07E-06
335.2,4.74E-06
335.4,4.43E-06
335.6,4.14E-06
335.8,3.87E-06
336,3.62E-06
336.2,3.39E-06
336.4,3.45E-06
336.6,3.59E-06
336.8,3.74E-06
337,3.89E-06
337.2,4.05E-06
337.4,4.21E-06
337.6,4.38E-06
337.8,4.56E-06
338,4.74E-06
338.2,4.94E-06
338.4,5.00E-06
338.6,4.99E-06
338.8,4.98E-06
339,4.97E-06
339.2,4.95E-06
339.4,4.94E-06
339.6,4.93E-06
339.8,4.92E-06
340,4.91E-06
340.2,4.90E-06
